0,1,2,3,4,5,6
275,Machine learning pipeline for battery state-of-health estimation,Active Database Systems Triggers And Rules For Advanced Database Processing The Morgan Kaufmann Series In Data Management Systems,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Active Database Systems Triggers And Rules For Advanced Database Processing The Morgan Kaufmann Series In Data Management Systems']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Active Database Systems Triggers And Rules For Advanced Database Processing The Morgan Kaufmann Series In Data Management Systems', 'paperId': '761020759f7e9f84c3ac77f59a42862cc6a6004e', 'nodeNum': 2}]"
276,Machine learning pipeline for battery state-of-health estimation,The Molecular Signatures Database (MSigDB) hallmark gene set collection.,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'The Molecular Signatures Database (MSigDB) hallmark gene set collection.']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'The Molecular Signatures Database (MSigDB) hallmark gene set collection.', 'paperId': '633f318876c41fed36b3905b8af5fdc27f734615', 'nodeNum': 2}]"
277,Machine learning pipeline for battery state-of-health estimation,Unsupervised Domain Adaptation for Semantic Segmentation via Class-Balanced Self-training,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Unsupervised Domain Adaptation for Semantic Segmentation via Class-Balanced Self-training']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Unsupervised Domain Adaptation for Semantic Segmentation via Class-Balanced Self-training', 'paperId': '9b15362b9a025071aa170f7ed81a761bc057c859', 'nodeNum': 2}]"
278,Machine learning pipeline for battery state-of-health estimation,Building an active semantic data warehouse for precision dairy farming,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Building an active semantic data warehouse for precision dairy farming']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Building an active semantic data warehouse for precision dairy farming', 'paperId': '0856f7c043b812e684593ed989151e2300e789de', 'nodeNum': 2}]"
279,Machine learning pipeline for battery state-of-health estimation,Using Ontologies for Semantic Data Integration,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Using Ontologies for Semantic Data Integration']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Using Ontologies for Semantic Data Integration', 'paperId': '95543515c290a9d0c6c3f7b94e8087936950b40c', 'nodeNum': 2}]"
280,Machine learning pipeline for battery state-of-health estimation,"Data Architecture: A Primer for the Data Scientist: Big Data, Data Warehouse and Data Vault",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Data Architecture: A Primer for the Data Scientist: Big Data, Data Warehouse and Data Vault']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Data Architecture: A Primer for the Data Scientist: Big Data, Data Warehouse and Data Vault', 'paperId': '12bbe911851d4831f2dc533ad7fe31486586a384', 'nodeNum': 2}]"
281,Machine learning pipeline for battery state-of-health estimation,"How do Data Science Workers Collaborate? Roles, Workflows, and Tools",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'How do Data Science Workers Collaborate? Roles, Workflows, and Tools']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'How do Data Science Workers Collaborate? Roles, Workflows, and Tools', 'paperId': 'ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544', 'nodeNum': 2}]"
282,Machine learning pipeline for battery state-of-health estimation,Database resources of the National Center for Biotechnology Information.,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'Database resources of the National Center for Biotechnology Information.']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'Database resources of the National Center for Biotechnology Information.', 'paperId': 'ea35cd7fd2c46f86232f21ef73239f34f2d180a6', 'nodeNum': 2}]"
283,Machine learning pipeline for battery state-of-health estimation,Optimization and Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Optimization and Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Optimization and Machine Learning', 'paperId': '2097ff87df3cb9427c7388bc7b997ed56907d45b', 'nodeNum': 2}]"
284,Machine learning pipeline for battery state-of-health estimation,The PRIDE database and related tools and resources in 2019: improving support for quantification data,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'The PRIDE database and related tools and resources in 2019: improving support for quantification data']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'The PRIDE database and related tools and resources in 2019: improving support for quantification data', 'paperId': '948fd800ecdd3c99488dde36b41480ca1b8acce3', 'nodeNum': 2}]"
285,Machine learning pipeline for battery state-of-health estimation,2016 update of the PRIDE database and its related tools,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', '2016 update of the PRIDE database and its related tools']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': '2016 update of the PRIDE database and its related tools', 'paperId': '66470cf9df2f932f80094a309abcc14bcc1b9373', 'nodeNum': 2}]"
286,Machine learning pipeline for battery state-of-health estimation,Theory-Guided Data Science: A New Paradigm for Scientific Discovery from Data,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Theory-Guided Data Science: A New Paradigm for Scientific Discovery from Data']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Theory-Guided Data Science: A New Paradigm for Scientific Discovery from Data', 'paperId': 'e1c8f86668d3e37e430f187b7fd91d1643a0a0ff', 'nodeNum': 2}]"
287,Machine learning pipeline for battery state-of-health estimation,Power of data in quantum machine learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Power of data in quantum machine learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Power of data in quantum machine learning', 'paperId': '57e6cca1479a4642f867e69b4dee93d14259dc3d', 'nodeNum': 2}]"
288,Machine learning pipeline for battery state-of-health estimation,IEMOCAP: interactive emotional dyadic motion capture database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'IEMOCAP: interactive emotional dyadic motion capture database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'IEMOCAP: interactive emotional dyadic motion capture database', 'paperId': '5cf0d213f3253cd46673d955209f8463db73cc51', 'nodeNum': 2}]"
289,Machine learning pipeline for battery state-of-health estimation,Supervised Machine Learning: A Review of Classification Techniques,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Supervised Machine Learning: A Review of Classification Techniques']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Supervised Machine Learning: A Review of Classification Techniques', 'paperId': 'f1b962fb4070fedd46758e334db3ba4f00ddc3ec', 'nodeNum': 2}]"
290,Machine learning pipeline for battery state-of-health estimation,Curriculum Model Adaptation with Synthetic and Real Data for Semantic Foggy Scene Understanding,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Curriculum Model Adaptation with Synthetic and Real Data for Semantic Foggy Scene Understanding']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Curriculum Model Adaptation with Synthetic and Real Data for Semantic Foggy Scene Understanding', 'paperId': 'f397d5e75e8799cebf32a9e095b4cc4f02fe7cac', 'nodeNum': 2}]"
291,Machine learning pipeline for battery state-of-health estimation,Situating Data Science: Exploring How Relationships to Data Shape Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Situating Data Science: Exploring How Relationships to Data Shape Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Situating Data Science: Exploring How Relationships to Data Shape Learning', 'paperId': '2ab2796390ac12df283e218907ed0ffef232dbc7', 'nodeNum': 2}]"
292,Machine learning pipeline for battery state-of-health estimation,Developing a standardized healthcare cost data warehouse,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Developing a standardized healthcare cost data warehouse']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Developing a standardized healthcare cost data warehouse', 'paperId': 'fd1ce8caf8b2f79d93927d62878e44d3ca05a45f', 'nodeNum': 2}]"
293,Machine learning pipeline for battery state-of-health estimation,The Semantic Data Dictionary – An Approach for Describing and Annotating Data,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'The Semantic Data Dictionary – An Approach for Describing and Annotating Data']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'The Semantic Data Dictionary – An Approach for Describing and Annotating Data', 'paperId': '9cf22346cf0219f32480259848c8ac7ed5519291', 'nodeNum': 2}]"
294,Machine learning pipeline for battery state-of-health estimation,"Semantic data interoperability, digital medicine, and e-health in infectious disease management: a review",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Semantic data interoperability, digital medicine, and e-health in infectious disease management: a review']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Semantic data interoperability, digital medicine, and e-health in infectious disease management: a review', 'paperId': '5d62ffc9a5527d1fd52342ff3359c2bb5e7cc4de', 'nodeNum': 2}]"
295,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Systems,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Data Warehouse Systems']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Data Warehouse Systems', 'paperId': '92fd538d1e3a69ac3bd435623244ef8978fb4bbe', 'nodeNum': 2}]"
296,Machine learning pipeline for battery state-of-health estimation,Synthesizing Type-Detection Logic for Rich Semantic Data Types using Open-source Code,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Synthesizing Type-Detection Logic for Rich Semantic Data Types using Open-source Code']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Synthesizing Type-Detection Logic for Rich Semantic Data Types using Open-source Code', 'paperId': '30c2433a934ead817308aa05ae42728f6b743af3', 'nodeNum': 2}]"
297,Machine learning pipeline for battery state-of-health estimation,Semantic Data Integration,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Semantic Data Integration']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Semantic Data Integration', 'paperId': 'd7ed878c08c90186e3bf607c20ff943834ad0d68', 'nodeNum': 2}]"
298,Machine learning pipeline for battery state-of-health estimation,Machine learning and data science in soft materials engineering,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Machine learning and data science in soft materials engineering']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Machine learning and data science in soft materials engineering', 'paperId': '6bec0106bebc93fc30ec47af9779d7e327639034', 'nodeNum': 2}]"
299,Machine learning pipeline for battery state-of-health estimation,InterMine: a flexible data warehouse system for the integration and analysis of heterogeneous biological data,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'InterMine: a flexible data warehouse system for the integration and analysis of heterogeneous biological data']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'InterMine: a flexible data warehouse system for the integration and analysis of heterogeneous biological data', 'paperId': '2b4ec96f0c04ea205d3d9ce25c77986d6766ee4c', 'nodeNum': 2}]"
300,Machine learning pipeline for battery state-of-health estimation,Deep visual-semantic alignments for generating image descriptions,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Deep visual-semantic alignments for generating image descriptions']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Deep visual-semantic alignments for generating image descriptions', 'paperId': '55e022fb7581bb9e1fce678d21fb25ffbb3fbb88', 'nodeNum': 2}]"
301,Machine learning pipeline for battery state-of-health estimation,A Platform for Urban Analytics and Semantic Data Integration in City Planning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'A Platform for Urban Analytics and Semantic Data Integration in City Planning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'A Platform for Urban Analytics and Semantic Data Integration in City Planning', 'paperId': '1f9ebb1040f948b4b1caff16ad7a7e0ae7bb42d3', 'nodeNum': 2}]"
302,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Refreshment,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Data Warehouse Refreshment']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Data Warehouse Refreshment', 'paperId': 'cd461d873b39f434a5171622166eb719f1d6e5d1', 'nodeNum': 2}]"
303,Machine learning pipeline for battery state-of-health estimation,Semi-Supervised Semantic Segmentation with Cross Pseudo Supervision,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Semi-Supervised Semantic Segmentation with Cross Pseudo Supervision']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Semi-Supervised Semantic Segmentation with Cross Pseudo Supervision', 'paperId': '07fdff9dae9ea9ba32c251669b3b7a66269930f9', 'nodeNum': 2}]"
304,Machine learning pipeline for battery state-of-health estimation,Exploring Cross-Image Pixel Contrast for Semantic Segmentation,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Exploring Cross-Image Pixel Contrast for Semantic Segmentation']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Exploring Cross-Image Pixel Contrast for Semantic Segmentation', 'paperId': '64f16d43358b08cf9522dac2d0bc2683f8d4a1ab', 'nodeNum': 2}]"
305,Machine learning pipeline for battery state-of-health estimation,Discovering Semantic Data of Interest from Un-mappable Memory with Confidence,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Machine‐Learning Approach', 'Discovering Semantic Data of Interest from Un-mappable Memory with Confidence']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Machine‐Learning Approach', 'paperId': 'd1e701665e73faa648cb15473952576f40e8e122', 'nodeNum': 1}, {'title': 'Discovering Semantic Data of Interest from Un-mappable Memory with Confidence', 'paperId': 'f64e1106e93928a4f49071f20d80d4a18d184c1d', 'nodeNum': 2}]"
306,Machine learning pipeline for battery state-of-health estimation,The AR face database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Machine Learning for Fluid Mechanics', 'The AR face database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Machine Learning for Fluid Mechanics', 'paperId': '4087e84fc695bb6433d0104ee94f9d7e9f4b7da5', 'nodeNum': 1}, {'title': 'The AR face database', 'paperId': '6d96f946aaabc734af7fe3fc4454cf8547fcd5ed', 'nodeNum': 2}]"
307,Machine learning pipeline for battery state-of-health estimation,Tajo: A distributed data warehouse system on large clusters,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Tajo: A distributed data warehouse system on large clusters']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Tajo: A distributed data warehouse system on large clusters', 'paperId': 'f2ec23bfa99e582f2f96d65d411e06666a5860a8', 'nodeNum': 2}]"
308,Machine learning pipeline for battery state-of-health estimation,Building a Data Warehouse: With Examples in SQL Server,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Building a Data Warehouse: With Examples in SQL Server']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Building a Data Warehouse: With Examples in SQL Server', 'paperId': '4c01ae3022cfeeb4ab0f679d708ecd67fe156c74', 'nodeNum': 2}]"
309,Machine learning pipeline for battery state-of-health estimation,Rectifying Pseudo Label Learning via Uncertainty Estimation for Domain Adaptive Semantic Segmentation,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Rectifying Pseudo Label Learning via Uncertainty Estimation for Domain Adaptive Semantic Segmentation']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Rectifying Pseudo Label Learning via Uncertainty Estimation for Domain Adaptive Semantic Segmentation', 'paperId': '7e92c50e680819486365949ee7ef2adce7d0704b', 'nodeNum': 2}]"
310,Machine learning pipeline for battery state-of-health estimation,Greengenes: Chimera-checked 16S rRNA gene database and workbench compatible in ARB,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Greengenes: Chimera-checked 16S rRNA gene database and workbench compatible in ARB']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Greengenes: Chimera-checked 16S rRNA gene database and workbench compatible in ARB', 'paperId': 'c369c9a40a36b013be3ef9c19a068f2d6578e4c3', 'nodeNum': 2}]"
311,Machine learning pipeline for battery state-of-health estimation,Practical Secure Aggregation for Privacy-Preserving Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Practical Secure Aggregation for Privacy-Preserving Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Practical Secure Aggregation for Privacy-Preserving Machine Learning', 'paperId': 'db0cc2f21b20cbc0ab8946090967399c25709614', 'nodeNum': 2}]"
